Index,url,diameter (mm),width (mm),Nominal speed (rpm),Nominal torque (max. continuous torque) (mNm),Max. efficiency (%),Weight (g)
1100,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ec/ec22/386663,22,44.5,28300,20.4,88,85
1101,https://www.maxongroup.com/maxon/view/product/motor/Konfigurierbare-Motoren/Buerstenlose-DC-Motoren/ECX22-SPEED/ECXZ22M1KN50N1IL1D428A,22,44.5,48700,20.2,92,98
1102,https://www.maxongroup.com/maxon/view/product/motor/Konfigurierbare-Motoren/Buerstenlose-DC-Motoren/ECX22-SPEED/ECXZ22M1KN50N1IL1D428B,22,44.5,48700,20.2,92,98
1103,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ec/ec22/386660,22,44.5,30900,20.1,88,85
1104,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ec/ec22/386664,22,44.5,30900,20.1,88,85
1105,https://www.maxongroup.com/maxon/view/product/motor/Konfigurierbare-Motoren/Buerstenlose-DC-Motoren/ECX22-SPEED/ECXZ22M1KN50N1IL1D488A,22,44.5,53700,19.3,92,98
1106,https://www.maxongroup.com/maxon/view/product/motor/Konfigurierbare-Motoren/Buerstenlose-DC-Motoren/ECX22-SPEED/ECXZ22M1KN50N1IL1D488B,22,44.5,53700,19.3,92,98
1107,https://www.maxongroup.com/maxon/view/product/motor/Konfigurierbare-Motoren/Buerstenlose-DC-Motoren/ECX22-SPEED/ECXZ22M1KN50N1IL1D443A,22,44.5,56300,18.9,92,98
1108,https://www.maxongroup.com/maxon/view/product/motor/Konfigurierbare-Motoren/Buerstenlose-DC-Motoren/ECX22-SPEED/ECXZ22M1KN50N1IL1D443B,22,44.5,56300,18.9,92,98
1109,https://www.maxongroup.com/maxon/view/product/motor/Konfigurierbare-Motoren/Buerstenlose-DC-Motoren/ECX22-SPEED/ECXZ22M1KN50K1SC1D443A,22,44.5,49300,18.0,90,106
1110,https://www.maxongroup.com/maxon/view/product/motor/Konfigurierbare-Motoren/Buerstenlose-DC-Motoren/ECX22-SPEED/ECXZ22M1KN50K1SC1D443B,22,44.5,49300,18.0,90,106
1111,https://www.maxongroup.com/maxon/view/product/motor/Konfigurierbare-Motoren/Buerstenlose-DC-Motoren/ECX22-SPEED/ECXZ22M1KN50K1ST1D443A,22,44.5,49300,18.0,90,106
1112,https://www.maxongroup.com/maxon/view/product/motor/Konfigurierbare-Motoren/Buerstenlose-DC-Motoren/ECX22-SPEED/ECXZ22M1KN50K1ST1D443B,22,44.5,49300,18.0,90,106
1113,https://www.maxongroup.com/maxon/view/product/motor/Konfigurierbare-Motoren/Buerstenlose-DC-Motoren/ECX22-SPEED/ECXZ22M1KN50N1IL1D523A,22,44.5,50400,18.0,91,98
1114,https://www.maxongroup.com/maxon/view/product/motor/Konfigurierbare-Motoren/Buerstenlose-DC-Motoren/ECX22-SPEED/ECXZ22M1KN50N1IL1D523B,22,44.5,50400,18.0,91,98
1115,https://www.maxongroup.com/maxon/view/product/motor/Konfigurierbare-Motoren/Buerstenlose-DC-Motoren/ECX22-SPEED/ECXZ22M1KN50K1SC1D468A,22,44.5,51400,17.8,91,106
1116,https://www.maxongroup.com/maxon/view/product/motor/Konfigurierbare-Motoren/Buerstenlose-DC-Motoren/ECX22-SPEED/ECXZ22M1KN50K1SC1D468B,22,44.5,51400,17.8,91,106
1117,https://www.maxongroup.com/maxon/view/product/motor/Konfigurierbare-Motoren/Buerstenlose-DC-Motoren/ECX22-SPEED/ECXZ22M1KN50K1ST1D468A,22,44.5,51400,17.8,91,106
1118,https://www.maxongroup.com/maxon/view/product/motor/Konfigurierbare-Motoren/Buerstenlose-DC-Motoren/ECX22-SPEED/ECXZ22M1KN50K1ST1D468B,22,44.5,51400,17.8,91,106
1119,https://www.maxongroup.com/maxon/view/product/motor/Konfigurierbare-Motoren/Buerstenlose-DC-Motoren/ECX22-SPEED/ECXZ22M1KN50K1SC1D538A,22,44.5,51400,17.4,91,106
1120,https://www.maxongroup.com/maxon/view/product/motor/Konfigurierbare-Motoren/Buerstenlose-DC-Motoren/ECX22-SPEED/ECXZ22M1KN50K1SC1D538B,22,44.5,51400,17.4,91,106
1121,https://www.maxongroup.com/maxon/view/product/motor/Konfigurierbare-Motoren/Buerstenlose-DC-Motoren/ECX22-SPEED/ECXZ22M1KN50K1ST1D538A,22,44.5,51400,17.4,91,106
1122,https://www.maxongroup.com/maxon/view/product/motor/Konfigurierbare-Motoren/Buerstenlose-DC-Motoren/ECX22-SPEED/ECXZ22M1KN50K1ST1D538B,22,44.5,51400,17.4,91,106
1123,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/EC-Sonderprogramm/169008,22,44.3,16800,17.2,82,85
1124,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ec/ec22/386665,22,44.5,31700,17.1,84,85
1125,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ec/ec22/386669,22,44.5,31700,17.1,84,85
1126,https://www.maxongroup.com/maxon/view/product/motor/Konfigurierbare-Motoren/Buerstenlose-DC-Motoren/ECX22-SPEED/ECXZ22M1KN50K1SC1D505A,22,44.5,53500,16.9,91,106
1127,https://www.maxongroup.com/maxon/view/product/motor/Konfigurierbare-Motoren/Buerstenlose-DC-Motoren/ECX22-SPEED/ECXZ22M1KN50K1SC1D505B,22,44.5,53500,16.9,91,106
1128,https://www.maxongroup.com/maxon/view/product/motor/Konfigurierbare-Motoren/Buerstenlose-DC-Motoren/ECX22-SPEED/ECXZ22M1KN50K1ST1D505A,22,44.5,53500,16.9,91,106
1129,https://www.maxongroup.com/maxon/view/product/motor/Konfigurierbare-Motoren/Buerstenlose-DC-Motoren/ECX22-SPEED/ECXZ22M1KN50K1ST1D505B,22,44.5,53500,16.9,91,106
1130,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ec/ec22/386666,22,44.5,37800,16.8,86,85
1131,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ec/ec22/386670,22,44.5,37800,16.8,86,85
1132,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ec/ec22/386667,22,44.5,37900,16.7,86,85
1133,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ec/ec22/386671,22,44.5,37900,16.7,86,85
1134,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/EC-Sonderprogramm/200118,22,44.3,6070,16.4,75,85
1135,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/EC-Sonderprogramm/169007,22,44.3,31300,16.3,85,85
1136,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/EC-Sonderprogramm/200859,22,44.3,31300,16.3,85,85
1137,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/EC-Sonderprogramm/200685,22,44.3,12900,16.1,80,85
1138,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ec/ec22/386668,22,44.5,41000,16.1,86,85
1139,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ec/ec22/386672,22,44.5,41000,16.1,86,85
1140,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX-Flat/ECX-Flat-22/ECXA22SZF50E6ILACO1Y596A,22,14.0,9200,15.5,81,26
1141,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX-Flat/ECX-Flat-22/ECXA22SZF50E6ILACV1Y596A,22,14.0,9200,15.5,81,26
1142,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/DCX/DCX22/DCX22S01GBKL598,22,34.2,10800,15.3,86,66
1143,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/DCX/DCX22/DCX22S01GBKL569,22,34.2,10800,14.9,86,66
1144,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/DCX/DCX22/DCX22S01GBSL598,22,34.2,10800,14.9,84,66
1145,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX-Flat/ECX-Flat-22/ECXA22SZF50E6ILACO1Y546A,22,14.0,10300,14.9,81,26
1146,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX-Flat/ECX-Flat-22/ECXA22SZF50E6ILACO1Y620A,22,14.0,9640,14.9,81,26
1147,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX-Flat/ECX-Flat-22/ECXA22SZF50E6ILACV1Y546A,22,14.0,10300,14.9,81,26
1148,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ECX-Flat/ECX-Flat-22/ECXA22SZF50E6ILACV1Y620A,22,14.0,9640,14.9,80,26
1149,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/DCX/DCX22/DCX22S01GBKL640,22,34.2,10500,14.8,85,66
1150,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/DCX/DCX22/DCX22S01EBKL598,22,34.2,4670,14.7,85,66
1151,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/DCX/DCX22/DCX22S01EBSL598,22,34.2,4670,14.7,84,66
1152,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/DCX/DCX22/DCX22S01GBKL529,22,34.2,10700,14.6,85,66
1153,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/DCX/DCX22/DCX22S01EBKL640,22,34.2,4560,14.5,85,66
1154,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/DCX/DCX22/DCX22S01EBSL640,22,34.2,4560,14.5,84,66
1155,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/DCX/DCX22/DCX22S01GBKL468,22,34.2,9700,14.4,85,66
1156,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/DCX/DCX22/DCX22S01GBSL569,22,34.2,10800,14.4,84,66
1157,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/DCX/DCX22/DCX22S01GBSL640,22,34.2,10600,14.4,83,66
1158,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/DCX/DCX22/DCX22S01GBSL468,22,34.2,9700,14.3,83,66
1159,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/DCX/DCX22/DCX22L01EBKL484,22,47.2,5380,14.1,90,95
1160,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/DCX/DCX22/DCX22L01EBSL484,22,47.2,5380,14.1,90,95
1161,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/DCX/DCX22/DCX22S01GBSL529,22,34.2,10700,14.1,83,66
1162,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/DCX/DCX22/DCX22S01GBKL665,22,34.2,10900,14.0,85,66
1163,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/DCX/DCX22/DCX22S01EBKL703,22,34.2,4940,13.8,85,66
1164,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/DCX/DCX22/DCX22S01EBSL703,22,34.2,4930,13.8,84,66
1165,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/DCX/DCX22/DCX22S01EBKL665,22,34.2,4700,13.6,84,66
1166,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/DCX/DCX22/DCX22S01EBKL742,22,34.2,4240,13.6,84,66
1167,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/DCX/DCX22/DCX22S01EBSL665,22,34.2,4700,13.6,83,66
1168,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/DCX/DCX22/DCX22S01EBSL742,22,34.2,4240,13.5,83,66
1169,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/DCX/DCX22/DCX22S01GBSL665,22,34.2,11000,13.5,83,66
1170,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/DC-max/DC-max22/DC-MAX22S01GBKL598,22,32.0,5260,12.5,81,54
1171,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/DC-max/DC-max22/DC-MAX22S01GBSL598,22,32.0,5260,12.5,80,54
1172,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/DC-max/DC-max22/DC-MAX22S01GBKL665,22,32.0,5350,11.8,80,54
1173,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/DC-max/DC-max22/DC-MAX22S01GBSL665,22,32.0,5350,11.8,80,54
1174,https://www.maxongroup.com/maxon/view/product/motor/Konfigurierbare-Motoren/Buerstenlose-DC-Motoren/ECX22-SPEED/ECXZ22M1VF35N1IL1D548A,22,44.5,37600,11.7,81,98
1175,https://www.maxongroup.com/maxon/view/product/motor/Konfigurierbare-Motoren/Buerstenlose-DC-Motoren/ECX22-SPEED/ECXZ22M1VF35N1IL1D548B,22,44.5,37600,11.7,81,98
1176,https://www.maxongroup.com/maxon/view/product/motor/Konfigurierbare-Motoren/Buerstenlose-DC-Motoren/ECX22-SPEED/ECXZ22M1VF35N1IL1D577A,22,44.5,37400,11.5,80,98
1177,https://www.maxongroup.com/maxon/view/product/motor/Konfigurierbare-Motoren/Buerstenlose-DC-Motoren/ECX22-SPEED/ECXZ22M1VF35N1IL1D577B,22,44.5,37400,11.5,80,98
1178,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/DC-max/DC-max22/DC-MAX22S01GBKL529,22,32.0,4980,11.3,77,54
1179,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/DC-max/DC-max22/DC-MAX22S01GBSL529,22,32.0,4980,11.3,77,54
1180,https://www.maxongroup.com/maxon/view/product/motor/Konfigurierbare-Motoren/Buerstenlose-DC-Motoren/ECX22-SPEED/ECXZ22M1VF35N1IL1D509A,22,44.5,36900,11.3,80,98
1181,https://www.maxongroup.com/maxon/view/product/motor/Konfigurierbare-Motoren/Buerstenlose-DC-Motoren/ECX22-SPEED/ECXZ22M1VF35N1IL1D509B,22,44.5,36900,11.3,80,98
1182,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecmax/ecmax22/283840,22,32.0,8250,10.8,65,83
1183,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/DCX/DCX22/DCX22S01EBKL529,22,34.2,4960,10.7,85,66
1184,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/DCX/DCX22/DCX22S01EBSL529,22,34.2,4960,10.6,84,66
1185,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecmax/ecmax22/283837,22,32.0,7230,10.5,64,83
1186,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/DC-max/DC-max22/DC-MAX22S01EBKL703,22,32.0,3450,10.4,86,54
1187,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/DC-max/DC-max22/DC-MAX22S01EBSL703,22,32.0,3450,10.4,85,54
1188,https://www.maxongroup.com/maxon/view/product/motor/Konfigurierbare-Motoren/Buerstenlose-DC-Motoren/ECX22-SPEED/ECXZ22M1VF35N1IL1D479A,22,44.5,37200,10.4,78,98
1189,https://www.maxongroup.com/maxon/view/product/motor/Konfigurierbare-Motoren/Buerstenlose-DC-Motoren/ECX22-SPEED/ECXZ22M1VF35N1IL1D479B,22,44.5,37200,10.4,78,98
1190,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/DC-max/DC-max22/DC-MAX22S01EBKL619,22,32.0,4250,10.3,86,54
1191,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/DC-max/DC-max22/DC-MAX22S01EBSL619,22,32.0,4240,10.3,85,54
1192,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/remax/remax21/250004,21,31.5,7570,7.24,78,42
1193,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/remax/remax21/250024,21,31.5,7570,7.24,78,42
1194,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/remax/remax21/250026,21,31.5,6470,7.15,76,42
1195,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/remax/remax21/250003,21,31.5,8140,7.14,78,42
1196,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/remax/remax21/250023,21,31.5,8140,7.14,78,42
1197,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/remax/remax21/250005,21,31.5,7320,7.09,77,42
1198,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/remax/remax21/250025,21,31.5,7320,7.09,77,42
1199,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/remax/remax21/250027,21,31.5,7580,6.9,77,42
1200,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/remax/remax21/250008,21,31.5,7090,6.86,76,42
1201,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/remax/remax21/250028,21,31.5,7090,6.86,76,42
1202,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/remax/remax21/221024,21,28.9,3650,6.47,82,43
1203,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/remax/remax21/221026,21,28.9,3540,6.46,82,43
1204,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/remax/remax21/221011,21,28.9,8130,6.42,87,42
1205,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/remax/remax21/221012,21,28.9,6390,6.41,87,42
1206,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/remax/remax21/221013,21,28.9,7920,6.41,87,42
1207,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/remax/remax21/221025,21,28.9,3890,6.4,82,43
1208,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/remax/remax21/221028,21,28.9,3530,6.32,82,43
1209,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/remax/remax21/221030,21,28.9,3530,6.31,82,43
1210,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/remax/remax21/221015,21,28.9,7670,6.28,87,42
1211,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/remax/remax21/221031,21,28.9,3780,6.16,82,43
1212,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/remax/remax21/221017,21,28.9,7940,6.12,86,42
1213,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/remax/remax21/221032,21,28.9,3890,6.09,82,43
1214,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/remax/remax21/221019,21,28.9,7460,6.07,86,42
1215,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/remax/remax21/250022,21,31.5,8230,5.69,78,42
1216,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/remax/remax21/221010,21,28.9,8020,4.86,86,42
1217,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/remax/remax21/250001,21,31.5,8230,3.81,76,42
1218,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/remax/remax21/250021,21,31.5,8230,3.81,76,42
1219,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/remax/remax21/221009,21,28.9,7750,2.68,87,42
1220,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/remax/remax21/221020,21,28.9,4900,2.65,83,43
1221,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/remax/remax21/250000,21,31.5,10700,1.91,79,42
1222,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/remax/remax21/250020,21,31.5,10700,1.91,79,42
1223,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecflat/ecflat20/351006,20,14.0,5310,8.58,71,22
1224,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecflat/ecflat20/351055,20,14.0,5310,8.58,71,22
1225,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecflat/ecflat20/351008,20,14.0,5220,7.74,69,22
1226,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecflat/ecflat20/351057,20,14.0,5220,7.74,69,22
1227,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecflat/ecflat20/351005,20,14.0,4780,7.59,67,22
1228,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecflat/ecflat20/351007,20,14.0,5170,7.59,68,22
1229,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecflat/ecflat20/351054,20,14.0,4780,7.59,67,22
1230,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecflat/ecflat20/351056,20,14.0,5170,7.59,68,22
1231,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecflat/ecflat20/350804,20,21.0,3000,7.45,54,37
1232,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecflat/ecflat20/350834,20,22.1,3000,7.45,54,37
1233,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecflat/ecflat20/349731,20,21.0,6000,7.31,62,37
1234,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecflat/ecflat20/350805,20,21.0,6000,7.31,62,37
1235,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecflat/ecflat20/350806,20,22.1,6000,7.31,62,37
1236,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecflat/ecflat20/350835,20,23.2,6000,7.31,62,37
1237,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecflat/ecflat20/370415,20,21.0,6000,7.31,62,37
1238,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecflat/ecflat20/370416,20,22.1,6000,7.31,62,37
1239,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecflat/ecflat20/688692,20,22.1,6000,7.31,62,37
1240,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecflat/ecflat20/688693,20,22.1,6000,7.31,62,37
1241,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecflat/ecflat20/688712,20,21.0,6000,7.31,62,37
1242,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecflat/ecflat20/688713,20,21.0,6000,7.31,62,37
1243,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecflat/ecflat20/241916,20,9.8,4170,3.86,57,15
1244,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecflat/ecflat20/351099,20,10.4,4170,3.86,57,15
1245,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecflat/ecflat20/350776,20,17.0,3000,3.6,39,30
1246,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecflat/ecflat20/339258,20,9.8,3850,3.56,55,15
1247,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecflat/ecflat20/351101,20,10.4,3850,3.56,55,15
1248,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecflat/ecflat20/349694,20,17.0,6000,3.55,52,30
1249,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecflat/ecflat20/350778,20,17.0,6000,3.55,52,30
1250,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecflat/ecflat20/350794,20,18.1,6000,3.55,52,30
1251,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecflat/ecflat20/350796,20,18.1,6000,3.55,52,30
1252,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecflat/ecflat20/370412,20,17.0,6000,3.55,52,30
1253,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecflat/ecflat20/370413,20,18.1,6000,3.55,52,30
1254,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecflat/ecflat20/688690,20,18.1,6000,3.55,52,30
1255,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecflat/ecflat20/688691,20,18.1,6000,3.55,52,30
1256,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecflat/ecflat20/688710,20,17.0,6000,3.55,52,30
1257,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecflat/ecflat20/688711,20,17.0,6000,3.55,52,30
1258,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecflat/ecflat20/339257,20,9.8,3510,3.07,51,15
1259,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecflat/ecflat20/351100,20,10.4,3510,3.07,51,15
1260,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecflat/ecflat20/339255,20,9.8,3040,3.04,50,15
1261,https://www.maxongroup.com/maxon/view/product/motor/ecmotor/ecflat/ecflat20/351098,20,10.4,3040,3.04,50,15
1262,https://www.maxongroup.com/maxon/view/product/motor/Konfigurierbare-Motoren/Buerstenlose-DC-Motoren/ECX19-SPEED/ECXZ19M1VF35N1IL1D521A,19,42.5,41300,9.04,85,78
1263,https://www.maxongroup.com/maxon/view/product/motor/Konfigurierbare-Motoren/Buerstenlose-DC-Motoren/ECX19-SPEED/ECXZ19M1VF35N1IL1D521B,19,42.5,41300,9.04,85,78
1264,https://www.maxongroup.com/maxon/view/product/motor/Konfigurierbare-Motoren/Buerstenlose-DC-Motoren/ECX19-SPEED/ECXZ19M1VF35N1IL1D590A,19,42.5,41400,8.99,85,78
1265,https://www.maxongroup.com/maxon/view/product/motor/Konfigurierbare-Motoren/Buerstenlose-DC-Motoren/ECX19-SPEED/ECXZ19M1VF35N1IL1D590B,19,42.5,41400,8.99,85,78
1266,https://www.maxongroup.com/maxon/view/product/motor/Konfigurierbare-Motoren/Buerstenlose-DC-Motoren/ECX19-SPEED/ECXZ19M1VF35N1IL1D544A,19,42.5,44000,8.91,86,78
1267,https://www.maxongroup.com/maxon/view/product/motor/Konfigurierbare-Motoren/Buerstenlose-DC-Motoren/ECX19-SPEED/ECXZ19M1VF35N1IL1D544B,19,42.5,44000,8.91,86,78
1268,https://www.maxongroup.com/maxon/view/product/motor/Konfigurierbare-Motoren/Buerstenlose-DC-Motoren/ECX19-SPEED/ECXZ19M1VF35N1IL1D615A,19,42.5,43200,8.47,85,78
1269,https://www.maxongroup.com/maxon/view/product/motor/Konfigurierbare-Motoren/Buerstenlose-DC-Motoren/ECX19-SPEED/ECXZ19M1VF35N1IL1D615B,19,42.5,43200,8.47,85,78
1270,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/DCX/DCX19/DCX19S01EBKL503,19,34.2,5080,7.46,79,50
1271,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/DCX/DCX19/DCX19S01EBSL503,19,34.2,5080,7.38,77,50
1272,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/amax/amax19/249986,19,31.5,4630,4.02,59,33
1273,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/amax/amax19/249995,19,31.5,4630,4.02,59,34
1274,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/amax/amax19/352944,19,31.5,4630,4.02,59,33
1275,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/amax/amax19/352973,19,31.5,4630,4.02,59,34
1276,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/amax/amax19/249994,19,31.5,4750,3.98,59,34
1277,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/amax/amax19/352943,19,31.5,4750,3.98,59,33
1278,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/amax/amax19/352972,19,31.5,4750,3.98,59,34
1279,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/amax/amax19/249987,19,31.5,5670,3.89,60,33
1280,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/amax/amax19/249988,19,31.5,5670,3.89,60,33
1281,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/amax/amax19/249996,19,31.5,5670,3.89,60,34
1282,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/amax/amax19/352945,19,31.5,5670,3.89,60,33
1283,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/amax/amax19/352946,19,31.5,5670,3.89,60,33
1284,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/amax/amax19/352974,19,31.5,5670,3.89,60,34
1285,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/amax/amax19/249998,19,31.5,4520,3.83,58,34
1286,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/amax/amax19/352947,19,31.5,4520,3.83,58,33
1287,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/amax/amax19/352975,19,31.5,4520,3.83,58,34
1288,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/amax/amax19/249990,19,31.5,4020,3.8,57,33
1289,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/amax/amax19/249999,19,31.5,4020,3.8,57,34
1290,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/amax/amax19/310980,19,31.5,4020,3.8,57,33
1291,https://www.maxongroup.com/maxon/view/product/motor/dcmotor/amax/amax19/352976,19,31.5,4020,3.8,57,34
