index,url,Gearhead type,Version,Reduction,Absolute reduction,Number of stages,Max. continuous torque,Max. intermittent torque,"Direction of rotation, drive to output",Max. efficiency,Gearhead length (L1),Bearing at output,Max. radial load,Max. axial load (dynamic),Max. continuous input speed,Max. intermittent input speed,Recommended temperature range,Weight,Outer diameter,Average backlash no load,Max. motor shaft diameter,Mass inertia,Max. transmittable power (continuous),Max. transmittable power (intermittent),Radial play,Axial play,Max. force for press fits,Extended temperature range,Number of autoclave cycles,Max. feed velocity,Max. feed force continuous,Max. feed force intermittent,Mechanical positioning accuracy,Spindle length,Axial play of the nut
45,https://www.maxongroup.com/maxon/view/product/gear/planetary/gp32/326672,GP ,High Power ,190 : 1 ,12167/64 ,4 ,8 Nm,12 Nm,= ,60 %,61.5 mm,ball bearing ,"300 N, 10 mm from flange ",120 N,8000 rpm,8000 rpm,-40...+100 °C,249 g,32 mm,1 °,6 mm,0.7 gcm²,35 W,53 W,"max. 0.14 mm, 10 mm from flange ",max. 0.4 mm,120 N,100...+100 °C,0 ,N/A,N/A,N/A,N/A,N/A,N/A
46,https://www.maxongroup.com/maxon/view/product/gear/planetary/gp16/328699,GP ,Ceramic version ,370 : 1 ,10556001/28561 ,4 ,0.5 Nm,0.75 Nm,= ,65 %,30.4 mm,ball bearing ,"80 N, 6 mm from flange ",12 N,12000 rpm,12000 rpm,-40...+100 °C,33 g,16 mm,2.4 °,2 mm,0.05 gcm²,0.9 W,1.1 W,"max. 0.08 mm, 6 mm from flange ",0 - 0.05 mm,100 N,N/A,0 ,N/A,N/A,N/A,N/A,N/A,N/A
47,https://www.maxongroup.com/maxon/view/product/gear/spindle/gp22s/363827,GP ,Spindle drive with metric screw ,3.8 : 1 ,15/4 ,1 ,N/A,N/A,= ,35 %,38 mm,N/A,"80 N, 15 mm from flange ",N/A,8000 rpm,8000 rpm,-15...+80 °C,103 g,22 mm,1 °,4 mm,1.03 gcm²,110 W,180 W,"max. 0.05 mm, 5 mm from flange ",N/A,550 N,80...+80 °C,0 ,35 mm/s,60 N,167 N,0.034 mm,150 mm,max. 0.008 mm
48,https://www.maxongroup.com/maxon/view/product/gear/spindle/gp22s/363830,GP ,Spindle drive with metric screw ,14 : 1 ,225/16 ,2 ,N/A,N/A,= ,29 %,44.8 mm,N/A,"130 N, 15 mm from flange ",N/A,8000 rpm,8000 rpm,-15...+80 °C,116 g,22 mm,1.2 °,4 mm,0.4 gcm²,30 W,48 W,"max. 0.05 mm, 5 mm from flange ",N/A,550 N,80...+80 °C,0 ,9.5 mm/s,92 N,259 N,0.034 mm,150 mm,max. 0.008 mm
49,https://www.maxongroup.com/maxon/view/product/gear/spindle/gp22s/363835,GP ,Spindle drive with metric screw ,53 : 1 ,3375/64 ,3 ,N/A,N/A,= ,25 %,51.6 mm,N/A,"180 N, 15 mm from flange ",N/A,8000 rpm,8000 rpm,-15...+80 °C,128 g,22 mm,1.6 °,4 mm,0.3 gcm²,7.9 W,13 W,"max. 0.05 mm, 5 mm from flange ",N/A,550 N,80...+80 °C,0 ,2.5 mm/s,144 N,351 N,0.034 mm,150 mm,max. 0.008 mm
50,https://www.maxongroup.com/maxon/view/product/gear/spindle/gp22s/363845,GP ,Spindle drive with metric screw ,198 : 1 ,50625/256 ,4 ,N/A,N/A,= ,20 %,58.4 mm,N/A,"180 N, 15 mm from flange ",N/A,8000 rpm,8000 rpm,-15...+80 °C,141 g,22 mm,2 °,4 mm,0.3 gcm²,2.1 W,3.4 W,"max. 0.05 mm, 5 mm from flange ",N/A,390 N,80...+80 °C,0 ,0.7 mm/s,223 N,351 N,0.037 mm,150 mm,max. 0.008 mm
51,https://www.maxongroup.com/maxon/view/product/gear/spindle/gp22s/363864,GP ,Spindle drive with ball screw ,3.8 : 1 ,15/4 ,1 ,N/A,N/A,= ,81 %,38 mm,N/A,"80 N, 15 mm from flange ",N/A,8000 rpm,8000 rpm,-15...+80 °C,103 g,22 mm,1 °,4 mm,1 gcm²,110 W,180 W,"max. 0.05 mm, 5 mm from flange ",N/A,500 N,80...+80 °C,0 ,70 mm/s,100 N,236 N,0.039 mm,150 mm,max. 0.008 mm
52,https://www.maxongroup.com/maxon/view/product/gear/spindle/gp22s/363867,GP ,Spindle drive with ball screw ,14 : 1 ,225/16 ,2 ,N/A,N/A,= ,67 %,44.8 mm,N/A,"130 N, 15 mm from flange ",N/A,8000 rpm,8000 rpm,-15...+80 °C,115 g,22 mm,1.2 °,4 mm,0.4 gcm²,30 W,48 W,"max. 0.05 mm, 5 mm from flange ",N/A,500 N,80...+80 °C,0 ,19 mm/s,154 N,365 N,0.04 mm,150 mm,max. 0.008 mm
53,https://www.maxongroup.com/maxon/view/product/gear/spindle/gp22s/363872,GP ,Spindle drive with ball screw ,53 : 1 ,3375/64 ,3 ,N/A,N/A,= ,57 %,51.6 mm,N/A,"180 N, 15 mm from flange ",N/A,8000 rpm,8000 rpm,-15...+80 °C,128 g,22 mm,1.6 °,4 mm,0.3 gcm²,7.9 W,13 W,"max. 0.05 mm, 5 mm from flange ",N/A,500 N,80...+80 °C,0 ,5 mm/s,240 N,495 N,0.042 mm,150 mm,max. 0.008 mm
54,https://www.maxongroup.com/maxon/view/product/gear/spindle/gp22s/363882,GP ,Spindle drive with ball screw ,198 : 1 ,50625/256 ,4 ,N/A,N/A,= ,47 %,58.4 mm,N/A,"180 N, 15 mm from flange ",N/A,8000 rpm,8000 rpm,-15...+80 °C,141 g,22 mm,2 °,4 mm,0.3 gcm²,2.1 W,3.4 W,"max. 0.05 mm, 5 mm from flange ",N/A,500 N,80...+80 °C,0 ,1.3 mm/s,372 N,495 N,0.044 mm,150 mm,max. 0.008 mm
55,https://www.maxongroup.com/maxon/view/product/gear/spindle/gp32s/363901,GP ,Spindle drive with metric screw ,3.7 : 1 ,26/7 ,1 ,N/A,N/A,= ,22 %,51 mm,ball bearing ,"200 N, 15 mm from flange ",2700 N,8000 rpm,8000 rpm,-15...+80 °C,304 g,32 mm,0.7 °,6 mm,3 gcm²,230 W,280 W,"max. 0.05 mm, 5 mm from flange ",N/A,2700 N,80...+80 °C,0 ,36 mm/s,257 N,638 N,0.033 mm,200 mm,max. 0.008 mm
56,https://www.maxongroup.com/maxon/view/product/gear/spindle/gp32s/363904,GP ,Spindle drive with metric screw ,14 : 1 ,676/49 ,2 ,N/A,N/A,= ,20 %,57.7 mm,ball bearing ,"350 N, 15 mm from flange ",2700 N,8000 rpm,8000 rpm,-15...+80 °C,331 g,32 mm,0.8 °,6 mm,0.9 gcm²,180 W,220 W,"max. 0.05 mm, 5 mm from flange ",N/A,2700 N,80...+80 °C,0 ,9.5 mm/s,400 N,995 N,0.033 mm,200 mm,max. 0.008 mm
57,https://www.maxongroup.com/maxon/view/product/gear/spindle/gp32s/363910,GP ,Spindle drive with metric screw ,51 : 1 ,17576/343 ,3 ,N/A,N/A,= ,19 %,64.4 mm,ball bearing ,"400 N, 15 mm from flange ",2700 N,8000 rpm,8000 rpm,-15...+80 °C,359 g,32 mm,1 °,6 mm,0.7 gcm²,99 W,120 W,"max. 0.05 mm, 5 mm from flange ",N/A,2700 N,80...+80 °C,0 ,2.6 mm/s,616 N,1350 N,0.034 mm,200 mm,max. 0.008 mm
58,https://www.maxongroup.com/maxon/view/product/gear/spindle/gp32s/363920,GP ,Spindle drive with metric screw ,246 : 1 ,421824/1715 ,4 ,N/A,N/A,= ,16 %,71.1 mm,ball bearing ,"400 N, 15 mm from flange ",2700 N,8000 rpm,8000 rpm,-15...+80 °C,387 g,32 mm,1 °,4 mm,0.7 gcm²,20 W,26 W,"max. 0.05 mm, 5 mm from flange ",N/A,2700 N,80...+80 °C,0 ,0.5 mm/s,1040 N,1350 N,0.034 mm,200 mm,max. 0.008 mm
59,https://www.maxongroup.com/maxon/view/product/gear/spindle/gp32s/363937,GP ,Spindle drive with trapezoidal screw ,3.7 : 1 ,N/A,1 ,N/A,N/A,= ,38 %,51 mm,N/A,"200 N, 15 mm from flange ",2700 N,8000 rpm,8000 rpm,-15...+80 °C,304 g,32 mm,0.7 °,6 mm,2.4 gcm²,230 W,280 W,"max. 0.05 mm, 5 mm from flange ",N/A,2700 N,80...+80 °C,0 ,72 mm/s,296 N,723 N,0.035 mm,N/A,max. 0.008 mm
60,https://www.maxongroup.com/maxon/view/product/gear/spindle/gp32s/363940,GP ,Spindle drive with trapezoidal screw ,14 : 1 ,676/49 ,2 ,N/A,N/A,= ,35 %,57.7 mm,ball bearing ,"200 N, 15 mm from flange ",2700 N,8000 rpm,8000 rpm,-15...+80 °C,331 g,32 mm,0.8 °,6 mm,0.9 gcm²,180 W,220 W,"max. 0.05 mm, 5 mm from flange ",N/A,2700 N,80...+80 °C,0 ,19 mm/s,462 N,1127 N,0.035 mm,200 mm,max. 0.008 mm
61,https://www.maxongroup.com/maxon/view/product/gear/spindle/gp32s/363946,GP ,Spindle drive with trapezoidal screw ,51 : 1 ,17576/343 ,3 ,N/A,N/A,= ,33 %,64.4 mm,ball bearing ,"200 N, 15 mm from flange ",2700 N,8000 rpm,8000 rpm,-15...+80 °C,359 g,32 mm,1 °,6 mm,1 gcm²,99 W,120 W,"max. 0.05 mm, 5 mm from flange ",N/A,2700 N,80...+80 °C,0 ,5.2 mm/s,710 N,1530 N,0.037 mm,200 mm,max. 0.008 mm
62,https://www.maxongroup.com/maxon/view/product/gear/spindle/gp32s/363956,GP ,Spindle drive with trapezoidal screw ,246 : 1 ,421824/1715 ,4 ,N/A,N/A,= ,28 %,71.1 mm,ball bearing ,"200 N, 15 mm from flange ",2700 N,8000 rpm,8000 rpm,-15...+80 °C,387 g,32 mm,1 °,4 mm,1 gcm²,20 W,26 W,"max. 0.05 mm, 5 mm from flange ",N/A,2700 N,80...+80 °C,0 ,1.1 mm/s,1200 N,1530 N,0.037 mm,200 mm,max. 0.008 mm
63,https://www.maxongroup.com/maxon/view/product/gear/spindle/gp32s/363971,GP ,Spindle drive with ball screw ,3.7 : 1 ,26/7 ,1 ,N/A,N/A,= ,75 %,51 mm,ball bearing ,"200 N, 15 mm from flange ",2700 N,8000 rpm,8000 rpm,-15...+80 °C,304 g,32 mm,0.7 °,6 mm,4.2 gcm²,230 W,280 W,"max. 0.05 mm, 5 mm from flange ",N/A,2700 N,80...+80 °C,0 ,72 mm/s,474 N,1255 N,0.037 mm,200 mm,max. 0.01 mm
64,https://www.maxongroup.com/maxon/view/product/gear/spindle/gp32s/363974,GP ,Spindle drive with ball screw ,14 : 1 ,676/49 ,2 ,N/A,N/A,= ,71 %,57.7 mm,ball bearing ,"350 N, 15 mm from flange ",2700 N,8000 rpm,8000 rpm,-15...+80 °C,331 g,32 mm,0.8 °,6 mm,0.9 gcm²,180 W,220 W,"max. 0.05 mm, 5 mm from flange ",N/A,2700 N,80...+80 °C,0 ,19 mm/s,739 N,1956 N,0.037 mm,200 mm,max. 0.01 mm
65,https://www.maxongroup.com/maxon/view/product/gear/spindle/gp32s/363980,GP ,Spindle drive with ball screw ,51 : 1 ,17576/343 ,3 ,N/A,N/A,= ,66 %,64.4 mm,ball bearing ,"200 N, 15 mm from flange ",2700 N,8000 rpm,8000 rpm,-15...+80 °C,359 g,32 mm,1 °,6 mm,0.7 gcm²,99 W,120 W,"max. 0.05 mm, 5 mm from flange ",N/A,2700 N,80...+80 °C,0 ,5.2 mm/s,1137 N,2655 N,0.039 mm,200 mm,max. 0.01 mm
66,https://www.maxongroup.com/maxon/view/product/gear/spindle/gp32s/363990,GP ,Spindle drive with ball screw ,246 : 1 ,421824/1715 ,4 ,N/A,N/A,= ,56 %,71.1 mm,ball bearing ,"400 N, 15 mm from flange ",2700 N,8000 rpm,8000 rpm,-15...+80 °C,387 g,32 mm,1 °,4 mm,0.7 gcm²,20 W,26 W,"max. 0.05 mm, 5 mm from flange ",N/A,2700 N,80...+80 °C,0 ,1.1 mm/s,1921 N,2655 N,0.039 mm,200 mm,max. 0.01 mm
67,https://www.maxongroup.com/maxon/view/product/gear/planetary/gp22/370689,GP ,High Power ,19 : 1 ,3249/169 ,2 ,2.4 Nm,3 Nm,= ,70 %,32.3 mm,ball bearing ,"85 N, 10 mm from flange ",100 N,12000 rpm,12000 rpm,-40...+100 °C,64 g,22 mm,1.2 °,3.2 mm,0.4 gcm²,40 W,60 W,"max. 0.2 mm, 10 mm from flange ",0 - 0.2 mm,100 N,N/A,0 ,N/A,N/A,N/A,N/A,N/A,N/A
68,https://www.maxongroup.com/maxon/view/product/gear/planetary/gp22/370776,GP ,High Power ,53 : 1 ,3375/64 ,3 ,3 Nm,3.5 Nm,= ,59 %,38.95 mm,ball bearing ,"100 N, 10 mm from flange ",100 N,12000 rpm,12000 rpm,-40...+100 °C,78 g,22 mm,1.6 °,4 mm,0.4 gcm²,20 W,30 W,"max. 0.2 mm, 10 mm from flange ",0 - 0.1 mm,100 N,N/A,0 ,N/A,N/A,N/A,N/A,N/A,N/A
69,https://www.maxongroup.com/maxon/view/product/gear/planetary/gp22/370785,GP ,High Power ,128 : 1 ,41553/325 ,3 ,3 Nm,3.5 Nm,= ,59 %,39 mm,ball bearing ,"100 N, 10 mm from flange ",100 N,12000 rpm,12000 rpm,-40...+100 °C,78 g,22 mm,1.6 °,3.2 mm,0.4 gcm²,20 W,30 W,"max. 0.2 mm, 10 mm from flange ",0 - 0.1 mm,100 N,N/A,0 ,N/A,N/A,N/A,N/A,N/A,N/A
70,https://www.maxongroup.com/maxon/view/product/gear/planetary/gp16/407883,GP ,Ceramic version ,19 : 1 ,3249/169 ,2 ,0.3 Nm,0.45 Nm,= ,81 %,23.2 mm,ball bearing ,"40 N, 6 mm from flange ",12 N,12000 rpm,12000 rpm,-40...+100 °C,25 g,16 mm,1.6 °,2 mm,0.05 gcm²,16 W,20 W,"max. 0.08 mm, 6 mm from flange ",0 - 0.08 mm,100 N,N/A,0 ,N/A,N/A,N/A,N/A,N/A,N/A
71,https://www.maxongroup.com/maxon/view/product/gear/planetary/gp22/409667,GP ,Heavy Duty ,198 : 1 ,50625/256 ,4 ,3.4 Nm,3.8 Nm,= ,65 %,45 mm,ball bearing ,"110 N, 10 mm from flange ",100 N,11000 rpm,20000 rpm,-55...+200 °C,96 g,22 mm,2 °,4 mm,0.4 gcm²,20 W,30 W,"max. 0.2 mm, 10 mm from flange ",0 - 0.1 mm,100 N,-55...+260 °C,0 ,N/A,N/A,N/A,N/A,N/A,N/A
72,https://www.maxongroup.com/maxon/view/product/gear/planetary/gp22/410558,GP ,Heavy Duty ,53 : 1 ,3375/64 ,3 ,3 Nm,3.5 Nm,= ,78 %,38.2 mm,ball bearing ,"100 N, 10 mm from flange ",100 N,11000 rpm,20000 rpm,-55...+200 °C,82 g,22 mm,1.6 °,4 mm,0.4 gcm²,40 W,60 W,"max. 0.2 mm, 10 mm from flange ",max. 0.1 mm,100 N,200...+260 °C,0 ,N/A,N/A,N/A,N/A,N/A,N/A
73,https://www.maxongroup.com/maxon/view/product/gear/planetary/gp22/410637,GP ,Heavy Duty ,14 : 1 ,225/16 ,2 ,2.4 Nm,3 Nm,= ,87 %,29.7 mm,ball bearing ,"85 N, 10 mm from flange ",100 N,11000 rpm,20000 rpm,-55...+200 °C,65 g,22 mm,1.2 °,4 mm,0.4 gcm²,100 W,150 W,"max. 0.2 mm, 10 mm from flange ",0 - 0.1 mm,100 N,-55...+260 °C,0 ,N/A,N/A,N/A,N/A,N/A,N/A
74,https://www.maxongroup.com/maxon/view/product/gear/planetary/gp22/410657,GP ,Heavy Duty ,3.8 : 1 ,15/4 ,1 ,2 Nm,2.5 Nm,= ,95 %,20.6 mm,ball bearing ,"55 N, 10 mm from flange ",100 N,11000 rpm,20000 rpm,-55...+200 °C,46 g,22 mm,1 °,4 mm,0.6 gcm²,160 W,240 W,"max. 0.2 mm, 10 mm from flange ",0 - 0.1 mm,100 N,-55...+260 °C,0 ,N/A,N/A,N/A,N/A,N/A,N/A
75,https://www.maxongroup.com/maxon/view/product/gear/planetary/gp22/416211,GP ,Heavy Duty ,742 : 1 ,759375/1024 ,5 ,4 Nm,4.4 Nm,= ,52 %,51.8 mm,ball bearing ,"110 N, 10 mm from flange ",100 N,11000 rpm,20000 rpm,-55...+200 °C,110 g,22 mm,2.5 °,4 mm,0.4 gcm²,4 W,4.4 W,"max. 0.2 mm, 10 mm from flange ",0 - 0.1 mm,100 N,N/A,0 ,N/A,N/A,N/A,N/A,N/A,N/A
76,https://www.maxongroup.com/maxon/view/product/gear/planetary/gp16/416328,GP ,Ceramic version ,4.4 : 1 ,57/13 ,1 ,0.2 Nm,0.3 Nm,= ,90 %,18.1 mm,ball bearing ,"20 N, 6 mm from flange ",12 N,12000 rpm,12000 rpm,-40...+100 °C,22 g,16 mm,1.4 °,2 mm,0.07 gcm²,57 W,71.3 W,"max. 0.08 mm, 6 mm from flange ",0 - 0.05 mm,100 N,N/A,0 ,N/A,N/A,N/A,N/A,N/A,N/A
77,https://www.maxongroup.com/maxon/view/product/gear/planetary/gp16/416391,GP ,Ceramic version ,84 : 1 ,185193/2197 ,3 ,0.4 Nm,0.6 Nm,= ,73 %,26.8 mm,ball bearing ,"60 N, 6 mm from flange ",12 N,12000 rpm,12000 rpm,-40...+100 °C,29 g,16 mm,2 °,2 mm,0.05 gcm²,3.9 W,4.9 W,"max. 0.08 mm, 6 mm from flange ",0 - 0.05 mm,100 N,N/A,0 ,N/A,N/A,N/A,N/A,N/A,N/A
78,https://www.maxongroup.com/maxon/view/product/gear/spindle/gp16s/424219,GP ,Spindle drive with ball screw ,84 : 1 ,185193/2197 ,3 ,N/A,N/A,= ,71 %,30.95 mm,ball bearing ,"80 N, 6 mm from flange ",171 N,12000 rpm,17000 rpm,-15...+80 °C,65 g,16 mm,2 °,2 mm,0.05 gcm²,0.81 W,1.01 W,"max. 0.08 mm, 6 mm from flange ",N/A,500 N,N/A,0 ,4.8 mm/s,171 N,403 N,0.044 mm,101.5 mm,preloaded 
79,https://www.maxongroup.com/maxon/view/product/gear/spindle/gp16s/424222,GP ,Spindle drive with ball screw ,4.4 : 1 ,57/13 ,1 ,N/A,N/A,= ,87 %,21.9 mm,N/A,"40 N, 6 mm from flange ",500 N,12000 rpm,17000 rpm,-15...+80 °C,58 g,16 mm,1.4 °,2 mm,0.11 gcm²,5.82 W,7.28 W,"max. 0.08 mm, 6 mm from flange ",N/A,500 N,N/A,0 ,90.9 mm/s,64 N,176 N,0.041 mm,101.5 mm,preloaded 
80,https://www.maxongroup.com/maxon/view/product/gear/spindle/gp16s/424223,GP ,Spindle drive with ball screw ,19 : 1 ,3249/169 ,2 ,N/A,N/A,= ,79 %,27.35 mm,N/A,"60 N, 6 mm from flange ",104 N,12000 rpm,17000 rpm,-15...+80 °C,61 g,16 mm,1.6 °,2 mm,0.05 gcm²,2.19 W,2.74 W,"max. 0.08 mm, 6 mm from flange ",N/A,500 N,N/A,0 ,21.1 mm/s,104 N,287 N,0.042 mm,101.5 mm,preloaded 
81,https://www.maxongroup.com/maxon/view/product/gear/spindle/gp16s/424224,GP ,Spindle drive with ball screw ,370 : 1 ,10556001/28561 ,4 ,N/A,N/A,= ,63 %,34.55 mm,N/A,"80 N, 6 mm from flange ",280 N,12000 rpm,17000 rpm,-15...+80 °C,69 g,16 mm,2.4 °,2 mm,0.05 gcm²,0.3 W,0.38 W,"max. 0.08 mm, 6 mm from flange ",N/A,500 N,N/A,0 ,1.1 mm/s,280 N,403 N,0.046 mm,101.5 mm,preloaded 
82,https://www.maxongroup.com/maxon/view/product/gear/spindle/gp16s/424232,GP ,Spindle drive with metric screw ,4.4 : 1 ,57/13 ,1 ,N/A,N/A,= ,27 %,22.25 mm,N/A,"40 N, 6 mm from flange ",37 N,12000 rpm,17000 rpm,-15...+80 °C,61 g,16 mm,1.4 °,2 mm,0.11 gcm²,1.68 W,2.1 W,"max. 0.08 mm, 6 mm from flange ",N/A,500 N,N/A,0 ,45.5 mm/s,37 N,138 N,0.167 mm,101.5 mm,preloaded 
83,https://www.maxongroup.com/maxon/view/product/gear/spindle/gp16s/424233,GP ,Spindle drive with metric screw ,19 : 1 ,3249/169 ,2 ,N/A,N/A,= ,24 %,27.35 mm,N/A,"60 N, 6 mm from flange ",60 N,12000 rpm,17000 rpm,-15...+80 °C,64 g,16 mm,1.6 °,2 mm,0.05 gcm²,0.63 W,0.79 W,"max. 0.08 mm, 6 mm from flange ",N/A,500 N,N/A,0 ,10.5 mm/s,60 N,224 N,0.167 mm,101.5 mm,preloaded 
84,https://www.maxongroup.com/maxon/view/product/gear/spindle/gp16s/424234,GP ,Spindle drive with metric screw ,84 : 1 ,185193/2197 ,3 ,N/A,N/A,= ,22 %,30.95 mm,N/A,"80 N, 6 mm from flange ",98 N,12000 rpm,17000 rpm,-15...+80 °C,68 g,16 mm,2 °,2 mm,0.05 gcm²,0.23 W,0.29 W,"max. 0.08 mm, 6 mm from flange ",N/A,500 N,N/A,0 ,2.4 mm/s,98 N,315 N,0.169 mm,101.5 mm,preloaded 
85,https://www.maxongroup.com/maxon/view/product/gear/spindle/gp16s/424235,GP ,Spindle drive with metric screw ,370 : 1 ,10556001/28561 ,4 ,N/A,N/A,= ,19 %,34.55 mm,N/A,"80 N, 6 mm from flange ",160 N,12000 rpm,17000 rpm,-15...+80 °C,72 g,16 mm,2.4 °,2 mm,0.05 gcm²,0.09 W,0.11 W,"max. 0.08 mm, 6 mm from flange ",N/A,500 N,N/A,0 ,0.5 mm/s,160 N,315 N,0.17 mm,101.5 mm,preloaded 
86,https://www.maxongroup.com/maxon/view/product/gear/spindle/gp16s/424242,GP ,Spindle drive with metric screw ,4.4 : 1 ,57/13 ,1 ,N/A,N/A,= ,38 %,22.25 mm,N/A,"40 N, 6 mm from flange ",46 N,12000 rpm,17000 rpm,-15...+80 °C,61 g,16 mm,1.4 °,2 mm,0.11 gcm²,2.09 W,2.63 W,"max. 0.08 mm, 6 mm from flange ",N/A,500 N,N/A,0 ,45.5 mm/s,46 N,138 N,0.167 mm,101.5 mm,preloaded 
87,https://www.maxongroup.com/maxon/view/product/gear/spindle/gp16s/424243,GP ,Spindle drive with metric screw ,19 : 1 ,3249/169 ,2 ,N/A,N/A,= ,34 %,27.35 mm,N/A,"60 N, 6 mm from flange ",74 N,12000 rpm,17000 rpm,-15...+80 °C,64 g,16 mm,1.6 °,2 mm,0.05 gcm²,0.78 W,1 W,"max. 0.08 mm, 6 mm from flange ",N/A,500 N,N/A,0 ,10.5 mm/s,74 N,224 N,0.167 mm,101.5 mm,preloaded 
88,https://www.maxongroup.com/maxon/view/product/gear/spindle/gp16s/424244,GP ,Spindle drive with metric screw ,84 : 1 ,185193/2197 ,3 ,N/A,N/A,= ,31 %,30.95 mm,N/A,"80 N, 6 mm from flange ",122 N,12000 rpm,17000 rpm,-15...+80 °C,68 g,16 mm,2 °,2 mm,0.05 gcm²,0.29 W,0.34 W,"max. 0.08 mm, 6 mm from flange ",N/A,500 N,N/A,0 ,2.4 mm/s,122 N,315 N,0.169 mm,101.5 mm,preloaded 
89,https://www.maxongroup.com/maxon/view/product/gear/spindle/gp16s/424245,GP ,Spindle drive with metric screw ,370 : 1 ,10556001/28561 ,4 ,N/A,N/A,= ,28 %,34.55 mm,N/A,"80 N, 6 mm from flange ",200 N,12000 rpm,17000 rpm,-15...+80 °C,72 g,16 mm,2.4 °,2 mm,0.05 gcm²,0.11 W,0.14 W,"max. 0.08 mm, 6 mm from flange ",N/A,500 N,N/A,0 ,0.5 mm/s,200 N,315 N,0.17 mm,101.5 mm,preloaded 
90,https://www.maxongroup.com/maxon/view/product/gear/planetary/gp42/454280,GP ,Heavy Duty ,150 : 1 ,2401/16 ,4 ,50 Nm,75 Nm,= ,65 %,116.9 mm,ball bearing ,"720 N, 12 mm from flange ",250 N,8000 rpm,11000 rpm,-55...+200 °C,845 g,42 mm,1 °,10 mm,41.3 gcm²,62 W,92 W,"max. 0.05 mm, 12 mm from flange ",0.03 - 0.2 mm,450 N,-55...+260 °C,0 ,N/A,N/A,N/A,N/A,N/A,N/A
91,https://www.maxongroup.com/maxon/view/product/gear/planetary/gp42/454742,GP ,Heavy Duty ,3.5 : 1 ,7/2 ,1 ,10 Nm,15 Nm,= ,95 %,57.7 mm,ball bearing ,"250 N, 12 mm from flange ",250 N,8000 rpm,11000 rpm,-55...+200 °C,415 g,42 mm,0.6 °,10 mm,17.5 gcm²,1948 W,2922 W,"max. 0.05 mm, 12 mm from flange ",0.03 - 0.2 mm,450 N,-55...+260 °C,0 ,N/A,N/A,N/A,N/A,N/A,N/A
92,https://www.maxongroup.com/maxon/view/product/gear/planetary/gp42/454744,GP ,Heavy Duty ,12 : 1 ,49/4 ,2 ,20 Nm,30 Nm,= ,87 %,79.9 mm,ball bearing ,"480 N, 12 mm from flange ",250 N,8000 rpm,11000 rpm,-55...+200 °C,570 g,42 mm,0.8 °,10 mm,29 gcm²,881 W,1322 W,"max. 0.05 mm, 12 mm from flange ",0.03 - 0.2 mm,450 N,-55...+260 °C,0 ,N/A,N/A,N/A,N/A,N/A,N/A
93,https://www.maxongroup.com/maxon/view/product/gear/planetary/gp42/454745,GP ,Heavy Duty ,43 : 1 ,343/8 ,3 ,40 Nm,60 Nm,= ,78 %,102.2 mm,ball bearing ,"720 N, 12 mm from flange ",250 N,8000 rpm,11000 rpm,-55...+200 °C,750 g,42 mm,1 °,10 mm,35.5 gcm²,296 W,444 W,"max. 0.05 mm, 12 mm from flange ",0.03 - 0.2 mm,450 N,-55...+260 °C,0 ,N/A,N/A,N/A,N/A,N/A,N/A
94,https://www.maxongroup.com/maxon/view/product/gear/planetary/gp32/526077,GP ,Heavy Duty ,3.71 : 1 ,26/7 ,1 ,3 Nm,4.5 Nm,= ,95 %,32.9 mm,ball bearing ,"120 N, 10 mm from flange ",45 N,8000 rpm,N/A,-55...+200 °C,176 g,32 mm,0.7 °,6 mm,1.6 gcm²,320 W,480 W,"max. 0.14 mm, 10 mm from flange ",0.03 - 0.4 mm,120 N,-55...+260 °C,N/A,N/A,N/A,N/A,N/A,N/A,N/A
95,https://www.maxongroup.com/maxon/view/product/gear/planetary/gp32/526080,GP ,Heavy Duty ,14 : 1 ,676/49 ,2 ,4 Nm,6 Nm,= ,87 %,45.3 mm,ball bearing ,"200 N, 10 mm from flange ",N/A,8000 rpm,N/A,-55...+200 °C,234 g,32 mm,0.8 °,6 mm,1.6 gcm²,200 W,300 W,"max. 0.14 mm, 10 mm from flange ",0 - 0.4 mm,120 N,-55...+260 °C,N/A,N/A,N/A,N/A,N/A,N/A,N/A
96,https://www.maxongroup.com/maxon/view/product/gear/planetary/gp32/526086,GP ,Heavy Duty ,51 : 1 ,17576/343 ,3 ,8 Nm,12 Nm,= ,78 %,55.1 mm,ball bearing ,"250 N, 10 mm from flange ",N/A,8000 rpm,N/A,-55...+200 °C,277 g,32 mm,1 °,6 mm,1.5 gcm²,80 W,120 W,"max. 0.14 mm, 10 mm from flange ",0 - 0.4 mm,120 N,-55...+260 °C,N/A,N/A,N/A,N/A,N/A,N/A,N/A
97,https://www.maxongroup.com/maxon/view/product/gear/planetary/gp32/526095,GP ,Heavy Duty ,190 : 1 ,456976/2401 ,4 ,8 Nm,12 Nm,= ,65 %,61.6 mm,ball bearing ,"300 N, 10 mm from flange ",N/A,8000 rpm,N/A,-55...+200 °C,309 g,32 mm,1 °,6 mm,1.5 gcm²,40 W,60 W,"max. 0.14 mm, 10 mm from flange ",0 - 0.4 mm,120 N,-55...+260 °C,N/A,N/A,N/A,N/A,N/A,N/A,N/A
